token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Aristophanes, Knights	Aristophanes, Knights	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:1.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:2.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:3.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:4.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:5.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:6.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:7.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:7.2.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:8.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:8.2.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:9.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:10.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:10.1.speaker.token3	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:11.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:12.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:13.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp: 13.2.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp: 13.3.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:14.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:14.2.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:16.1.speaker.token1	Νικίας	Νικίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg002.fu.sp:15.1.speaker.token1	Δημοσθένης	Δημοσθένης	no_match_in_morph_dict
